Grasp,Object,Task,Video,TimeStamp,Subject,Duration,A,B,C,GraspedDimension,Rigidity,Roundness,Mass,CCObj,GraspSize,PIP,OppType,Shape,Type,Force,Constraint,Class,CCTask,blackRatio
no grasp,,,89,0:12:01,Machinist 1,5,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
medium wrap,rod-like handle on machine,pushing,89,0:12:06,Machinist 1,7,15,1.25,1.25,b/c,rigid,a,200,0,1.25,Power,Palm,prolate,cylinder,interaction,rxx,hold,0,0
no grasp,,,89,0:12:13,Machinist 1,5,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
adducted thumb,rod-like handle on machine,pushing,89,0:12:18,Machinist 1,1,15,1.25,1.25,b/c,rigid,a,200,0,1.25,Power,Palm,prolate,cylinder,interaction,rxx,hold,0,0
no grasp,,,89,0:12:19,Machinist 1,3,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
medium wrap,electric tool,holding tool,89,0:12:22,Machinist 1,7,15,6.5,6.5,b/c,rigid,a,550,0,6.5,Power,Palm,prolate,cylinder,weight,uuu,hold,0,0
no grasp,,,89,0:12:29,Machinist 1,1,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
thumb-4 finger,ruler,measuring with ruler,89,0:12:30,Machinist 1,3,15,2.25,0.25,c,rigid,non-round,32.5,0,0.25,Precision,Pad,bladed,irregular,weight,uuu,use,0,0
no grasp,,,89,0:12:33,Machinist 1,2,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
medium wrap,electric tool,holding tool,89,0:12:35,Machinist 1,52,15,6.5,6.5,b/c,rigid,a,550,0,6.5,Power,Palm,prolate,cylinder,weight,uuu,hold,0,0
no grasp,,,89,0:13:27,Machinist 1,5,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
medium wrap,rod-like handle on machine,pushing,89,0:13:32,Machinist 1,11,15,1.25,1.25,b/c,rigid,a,200,0,1.25,Power,Palm,prolate,cylinder,interaction,rxx,hold,0,0
no grasp,,,89,0:13:43,Machinist 1,0,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
lateral pinch,ruler,holding tool,89,0:13:43,Machinist 1,2,15,2.25,0.25,c,rigid,non-round,32.5,0,0.25,Intermediate,Side,bladed,irregular,weight,uuu,hold,0,0
thumb-4 finger,ruler,measuring with ruler,89,0:13:45,Machinist 1,4,15,2.25,0.25,c,rigid,non-round,32.5,0,0.25,Precision,Pad,bladed,irregular,weight,uuu,use,0,0
no grasp,,,89,0:13:49,Machinist 1,3,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
medium wrap,electric tool,holding tool,89,0:13:52,Machinist 1,10,15,6.5,6.5,b/c,rigid,a,550,0,6.5,Power,Palm,prolate,cylinder,weight,uuu,hold,0,0
no grasp,,,89,0:15:02,Machinist 1,6,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
thumb-2 finger,telephone,talking on phone,89,0:15:08,Machinist 1,17,12,4.25,2.75,c,rigid,a,185,0,2.75,Precision,Pad,bladed,ellipse A,weight,xxx,use,0,0.0571428571428571
no grasp,,,89,0:15:25,Machinist 1,7,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,1
medium wrap,electric tool,holding tool,89,0:15:32,Machinist 1,12,15,6.5,6.5,b/c,rigid,a,550,0,6.5,Power,Palm,prolate,cylinder,weight,uuu,hold,0,1
no grasp,,,89,0:15:44,Machinist 1,3,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,1
ring,medium part,holding part,89,0:15:47,Machinist 1,3,8,8,3.5,a/b,rigid,c,300,0,8,Power,Pad,oblate,disk,weight,uuu,hold,0,1
no grasp,,,89,0:15:50,Machinist 1,7,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,1
medium wrap,electric tool,holding tool,89,0:15:57,Machinist 1,6,15,6.5,6.5,b/c,rigid,a,550,0,6.5,Power,Palm,prolate,cylinder,weight,uuu,hold,0,1
no grasp,,,89,0:16:13,Machinist 1,53,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0.97196261682243
thumb-4 finger,medium part,holding part,89,0:17:06,Machinist 1,5,8,8,3.5,a/b,rigid,c,300,0,8,Precision,Pad,oblate,disk,weight,uuu,hold,0,0
no grasp,,,89,0:17:11,Machinist 1,5,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
thumb-3 finger,medium part,holding part,89,0:17:16,Machinist 1,7,8,8,3.5,a/b,rigid,c,300,0,8,Precision,Pad,oblate,disk,weight,uuu,hold,0,0
no grasp,,,89,0:17:23,Machinist 1,2,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
thumb-4 finger,file,holding tool,89,0:17:25,Machinist 1,2,,,,CCObj,CCObj,CCObj,,1,2,Precision,Pad,CCObj,CCObj,weight,uuu,hold,0,0
lateral tripod,file,holding tool,89,0:17:27,Machinist 1,5,,,,CCObj,CCObj,CCObj,,1,2,Intermediate,Side,CCObj,CCObj,weight,uuu,hold,0,0
index finger extension,file,filing part,89,0:17:32,Machinist 1,2,,,,CCObj,CCObj,CCObj,,1,2,Power,Palm,CCObj,CCObj,CCTask,CCTask,CCTask,1,0
lateral tripod,file,holding tool,89,0:17:34,Machinist 1,2,,,,CCObj,CCObj,CCObj,,1,2,Intermediate,Side,CCObj,CCObj,weight,uuu,hold,0,0
index finger extension,file,filing part,89,0:17:36,Machinist 1,11,,,,CCObj,CCObj,CCObj,,1,2,Power,Palm,CCObj,CCObj,CCTask,CCTask,CCTask,1,0
lateral tripod,file,holding tool,89,0:17:47,Machinist 1,29,,,,CCObj,CCObj,CCObj,,1,2,Intermediate,Side,CCObj,CCObj,weight,uuu,hold,0,0
no grasp,,,89,0:18:16,Machinist 1,3,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
tripod,medium part,holding part,89,0:18:19,Machinist 1,1,8,8,3.5,a/b,rigid,c,300,0,8,Precision,Pad,oblate,disk,weight,uuu,hold,0,0
no grasp,,,89,0:18:20,Machinist 1,2,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
adduction,rod-like handle on machine,turning handle,89,0:18:22,Machinist 1,3,15,1.25,1.25,b/c,rigid,a,200,0,1.25,Intermediate,Side,prolate,cylinder,interaction,rxx,use,0,0
no grasp,,,89,0:18:25,Machinist 1,4,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
medium wrap,electric tool,holding tool,89,0:18:29,Machinist 1,7,15,6.5,6.5,b/c,rigid,a,550,0,6.5,Power,Palm,prolate,cylinder,weight,uuu,hold,0,0
no grasp,,,89,0:19:36,Machinist 1,4,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
adducted thumb,rod-like handle on machine,turning handle,89,0:19:40,Machinist 1,1,15,1.25,1.25,b/c,rigid,a,200,0,1.25,Power,Palm,prolate,cylinder,interaction,rxx,use,0,0
no grasp,,,89,0:19:41,Machinist 1,13,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
adduction,rod-like handle on machine,turning handle,89,0:19:54,Machinist 1,3,15,1.25,1.25,b/c,rigid,a,200,0,1.25,Intermediate,Side,prolate,cylinder,interaction,rxx,use,0,0
medium wrap,rod-like handle on machine,turning handle,89,0:19:57,Machinist 1,1,15,1.25,1.25,b/c,rigid,a,200,0,1.25,Power,Palm,prolate,cylinder,interaction,rxx,use,0,0
no grasp,,,89,0:19:58,Machinist 1,1,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
medium wrap,electric tool,holding tool,89,0:19:59,Machinist 1,26,15,6.5,6.5,b/c,rigid,a,550,0,6.5,Power,Palm,prolate,cylinder,weight,uuu,hold,0,0
no grasp,,,89,0:20:25,Machinist 1,13,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
medium wrap,electric tool,holding tool,89,0:20:38,Machinist 1,7,15,6.5,6.5,b/c,rigid,a,550,0,6.5,Power,Palm,prolate,cylinder,weight,uuu,hold,0,0
no grasp,,,89,0:20:45,Machinist 1,7,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
lateral pinch,file,holding tool,89,0:20:52,Machinist 1,2,,,,CCObj,CCObj,CCObj,,1,2,Intermediate,Side,CCObj,CCObj,weight,uuu,hold,0,0
index finger extension,file,holding tool,89,0:20:54,Machinist 1,8,,,,CCObj,CCObj,CCObj,,1,2,Power,Palm,CCObj,CCObj,weight,uuu,hold,0,0
no grasp,,,89,0:22:02,Machinist 1,3,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
power sphere,towel,wiping machine,89,0:22:05,Machinist 1,5,,,,floppy,floppy,floppy,250,0,,Power,Palm,floppy,floppy,interaction,ttr,use,0,0
no grasp,,,89,0:22:10,Machinist 1,2,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
stick,file,holding tool,89,0:22:12,Machinist 1,10,,,,CCObj,CCObj,CCObj,,1,2,Intermediate,Side,CCObj,CCObj,weight,uuu,hold,0,0
index finger extension,file,filing part,89,0:22:22,Machinist 1,23,,,,CCObj,CCObj,CCObj,,1,2,Power,Palm,CCObj,CCObj,CCTask,CCTask,CCTask,1,0
adducted thumb,rod-like handle on machine,turning handle,89,0:22:45,Machinist 1,2,15,1.25,1.25,b/c,rigid,a,200,0,1.25,Power,Palm,prolate,cylinder,interaction,rxx,use,0,0
lateral tripod,file,holding tool,89,0:22:47,Machinist 1,3,,,,CCObj,CCObj,CCObj,,1,2,Intermediate,Side,CCObj,CCObj,weight,uuu,hold,0,0
adduction,rod-like handle on machine,turning handle,89,0:22:50,Machinist 1,3,15,1.25,1.25,b/c,rigid,a,200,0,1.25,Intermediate,Side,prolate,cylinder,interaction,rxx,use,0,0
small diameter,file,holding tool,89,0:22:53,Machinist 1,1,,,,CCObj,CCObj,CCObj,,1,2,Power,Palm,CCObj,CCObj,weight,uuu,hold,0,0
index finger extension,file,filing part,89,0:22:54,Machinist 1,41,,,,CCObj,CCObj,CCObj,,1,2,Power,Palm,CCObj,CCObj,CCTask,CCTask,CCTask,1,0
medium wrap,rod-like handle on machine,turning handle,89,0:23:35,Machinist 1,3,15,1.25,1.25,b/c,rigid,a,200,0,1.25,Power,Palm,prolate,cylinder,interaction,rxx,use,0,0
index finger extension,file,filing part,89,0:23:38,Machinist 1,23,,,,CCObj,CCObj,CCObj,,1,2,Power,Palm,CCObj,CCObj,CCTask,CCTask,CCTask,1,0
lateral tripod,file,holding tool,89,0:24:01,Machinist 1,8,,,,CCObj,CCObj,CCObj,,1,2,Intermediate,Side,CCObj,CCObj,weight,uuu,hold,0,0
no grasp,,,89,0:24:09,Machinist 1,1,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
large diameter,aerosol can,aiming can at work,89,0:24:10,Machinist 1,3,15,6,6,b/c,rigid,a,275,0,6,Power,Palm,prolate,cylinder,weight,utt,use,0,0
no grasp,,,89,0:24:13,Machinist 1,1,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
lateral pinch,towel,wiping part,89,0:24:14,Machinist 1,11,,,,floppy,floppy,floppy,250,0,,Intermediate,Side,floppy,floppy,interaction,ttr,use,0,0
no grasp,,,89,0:24:25,Machinist 1,3,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
light tool,end of hose,aiming hose at work,89,0:24:28,Machinist 1,5,12.5,2.5,2.5,b/c,rigid,a,135,0,2.5,Power,Palm,prolate,cylinder,weight,utt,use,0,0
no grasp,,,89,0:24:33,Machinist 1,7,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
thumb-2 finger,medium part,holding part,89,0:24:40,Machinist 1,2,8,8,3.5,a/b,rigid,c,300,0,8,Precision,Pad,oblate,disk,weight,uuu,hold,0,0
no grasp,,,89,0:24:42,Machinist 1,13,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
extension type,small box,holding part,89,0:24:55,Machinist 1,10,,,,CCObj,CCObj,CCObj,,1,,Power,Pad,CCObj,CCObj,weight,uuu,hold,0,0
no grasp,,,89,0:25:05,Machinist 1,8,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
light tool,power cord,holding cord,89,0:25:13,Machinist 1,1,15,0.9,0.9,b/c,squeezable,a,85,0,0.9,Power,Palm,prolate,cylinder,weight,uuu,hold,0,0
no grasp,,,89,0:25:14,Machinist 1,5,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
sphere-3 finger,electrical plug,holding cord,89,0:25:19,Machinist 1,5,5,2,1.5,b/c,rigid,a,45,0,2,Power,Pad,prolate,cylinder,weight,uuu,hold,0,0
light tool,power cord,holding cord,89,0:25:24,Machinist 1,4,15,0.9,0.9,b/c,squeezable,a,85,0,0.9,Power,Palm,prolate,cylinder,weight,uuu,hold,0,0
no grasp,,,89,0:25:38,Machinist 1,7,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
medium wrap,electric tool,holding tool,89,0:25:45,Machinist 1,3,15,6.5,6.5,b/c,rigid,a,550,0,6.5,Power,Palm,prolate,cylinder,weight,uuu,hold,0,0
no grasp,,,89,0:25:48,Machinist 1,1,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
lateral pinch,small part,holding part,89,0:25:49,Machinist 1,5,,,,CCObj,CCObj,CCObj,,1,,Intermediate,Side,CCObj,CCObj,weight,uuu,hold,0,0
no grasp,,,89,0:25:54,Machinist 1,0,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
medium wrap,electric tool,holding tool,89,0:25:54,Machinist 1,11,15,6.5,6.5,b/c,rigid,a,550,0,6.5,Power,Palm,prolate,cylinder,weight,uuu,hold,0,0
no grasp,,,89,0:26:05,Machinist 1,3,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
precision disk,top of box,closing box,89,0:26:08,Machinist 1,3,15,12.5,4,c,fragile,non-round,250,0,4,Precision,Pad,oblate,short prism,weight,rxx,use,0,0
no grasp,,,89,0:26:11,Machinist 1,8,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
thumb-4 finger,small part,holding part,89,0:26:19,Machinist 1,13,,,,CCObj,CCObj,CCObj,,1,,Precision,Pad,CCObj,CCObj,weight,uuu,hold,0,0
no grasp,,,89,0:26:32,Machinist 1,11,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
light tool,plastic tube,holding tool,89,0:26:43,Machinist 1,10,15,1,1,b/c,squeezable,a,75,0,1,Power,Palm,prolate,cylinder,weight,uuu,hold,0,0
no grasp,,,89,0:26:53,Machinist 1,2,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
light tool,drawer,opening,89,0:26:55,Machinist 1,5,15,8,1.5,c,rigid,non-round,1000,0,1.5,Power,Palm,bladed,irregular,CCTask,CCTask,CCTask,1,0
no grasp,,,89,0:27:00,Machinist 1,0,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
light tool,plastic tube,holding tool,89,0:27:00,Machinist 1,2,15,1,1,b/c,squeezable,a,75,0,1,Power,Palm,prolate,cylinder,weight,uuu,hold,0,0
no grasp,,,89,0:27:02,Machinist 1,7,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
tripod,small part,holding part,89,0:27:09,Machinist 1,9,,,,CCObj,CCObj,CCObj,,1,,Precision,Pad,CCObj,CCObj,weight,uuu,hold,0,0
lateral tripod,small part,holding part,89,0:27:18,Machinist 1,4,,,,CCObj,CCObj,CCObj,,1,,Intermediate,Side,CCObj,CCObj,weight,uuu,hold,0,0
no grasp,,,89,0:27:22,Machinist 1,6,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
thumb-4 finger,pen,holding pen,89,0:27:28,Machinist 1,1,14.5,0.9,0.9,b/c,rigid,a,17.5,0,0.9,Precision,Pad,prolate,cylinder,weight,uuu,hold,0,0
writing tripod,pen,writing,89,0:27:29,Machinist 1,10,14.5,0.9,0.9,b/c,rigid,a,17.5,0,0.9,Precision,Side,prolate,cylinder,interaction,uur,use,0,0
thumb-4 finger,pen,holding pen,89,0:27:39,Machinist 1,3,14.5,0.9,0.9,b/c,rigid,a,17.5,0,0.9,Precision,Pad,prolate,cylinder,weight,uuu,hold,0,0
no grasp,,,89,0:27:42,Machinist 1,8,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
thumb-index finger,small knob,turning knob,89,0:27:50,Machinist 1,1,4.5,2.5,2.5,b/c,rigid,a,150,0,2.5,Precision,Pad,prolate,cylinder,interaction,rxx,use,0,0
no grasp,,,89,0:27:51,Machinist 1,9,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
lateral pinch,small part,holding part,89,0:28:00,Machinist 1,2,,,,CCObj,CCObj,CCObj,,1,,Intermediate,Side,CCObj,CCObj,weight,uuu,hold,0,0
no grasp,,,89,0:28:02,Machinist 1,2,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
tripod,small part,holding part,89,0:28:04,Machinist 1,6,,,,CCObj,CCObj,CCObj,,1,,Precision,Pad,CCObj,CCObj,weight,uuu,hold,0,0
no grasp,,,89,0:28:10,Machinist 1,3,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
tripod,small part,holding part,89,0:28:13,Machinist 1,3,,,,CCObj,CCObj,CCObj,,1,,Precision,Pad,CCObj,CCObj,weight,uuu,hold,0,0
no grasp,,,89,0:28:16,Machinist 1,2,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
tripod,small part,holding part,89,0:28:18,Machinist 1,5,,,,CCObj,CCObj,CCObj,,1,,Precision,Pad,CCObj,CCObj,weight,uuu,hold,0,0
no grasp,,,89,0:28:23,Machinist 1,9,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
thumb-index finger,small knob,turning knob,89,0:28:32,Machinist 1,9,4.5,2.5,2.5,b/c,rigid,a,150,0,2.5,Precision,Pad,prolate,cylinder,interaction,rxx,use,0,0
no grasp,,,89,0:28:41,Machinist 1,4,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
lateral pinch,large part,holding part,89,0:28:45,Machinist 1,3,,,,CCObj,CCObj,CCObj,,1,,Intermediate,Side,CCObj,CCObj,weight,uuu,hold,0,0
no grasp,,,89,0:28:48,Machinist 1,0,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
lateral pinch,large part,securing part to machine,89,0:28:48,Machinist 1,2,,,,CCObj,CCObj,CCObj,,1,,Intermediate,Side,CCObj,CCObj,CCTask,CCTask,CCTask,1,0
no grasp,,,89,0:28:50,Machinist 1,11,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
lateral pinch,large part,holding part,89,0:29:01,Machinist 1,4,,,,CCObj,CCObj,CCObj,,1,,Intermediate,Side,CCObj,CCObj,weight,uuu,hold,0,0
no grasp,,,89,0:29:05,Machinist 1,0,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
light tool,plastic tube,holding tool,89,0:29:05,Machinist 1,13,15,1,1,b/c,squeezable,a,75,0,1,Power,Palm,prolate,cylinder,weight,uuu,hold,0,0
no grasp,,,89,0:30:18,Machinist 1,2,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
thumb-2 finger,small part,holding part,89,0:29:20,Machinist 1,4,,,,CCObj,CCObj,CCObj,,1,,Precision,Pad,CCObj,CCObj,weight,uuu,hold,0,0
no grasp,,,89,0:29:24,Machinist 1,0,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
light tool,plastic tube,holding tool,89,0:29:24,Machinist 1,24,15,1,1,b/c,squeezable,a,75,0,1,Power,Palm,prolate,cylinder,weight,uuu,hold,0,0
thumb-2 finger,plastic tube,holding tool,89,0:29:48,Machinist 1,4,15,1,1,b/c,squeezable,a,75,0,1,Precision,Pad,prolate,cylinder,weight,uuu,hold,0,0
thumb-3 finger,medium part,holding part,89,0:29:52,Machinist 1,1,8,8,3.5,a/b,rigid,c,300,0,8,Precision,Pad,oblate,disk,weight,uuu,hold,0,0
no grasp,,,89,0:29:53,Machinist 1,0,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
thumb-2 finger,plastic tube,holding tool,89,0:29:53,Machinist 1,5,15,1,1,b/c,squeezable,a,75,0,1,Precision,Pad,prolate,cylinder,weight,uuu,hold,0,0
tripod,tube,holding,90,0:00:00,Machinist 1,3,15,1,1,b/c,squeezable,a,130,0,1,Precision,Pad,prolate,cylinder,weight,uuu,hold,0,0
no grasp,,,90,0:00:03,Machinist 1,1,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
index finger extension,button,pressing,90,0:00:04,Machinist 1,1,,,,CCObj,CCObj,CCObj,,1,,Power,Palm,CCObj,CCObj,CCTask,CCTask,CCTask,1,0
no grasp,,,90,0:00:05,Machinist 1,3,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
lateral pinch,tube,turning,90,0:00:08,Machinist 1,2,15,1,1,b/c,squeezable,a,130,0,1,Intermediate,Side,prolate,cylinder,interaction,rxx,use,0,0
large diameter,tube,holding,90,0:00:10,Machinist 1,3,15,1,1,b/c,squeezable,a,130,0,1,Power,Palm,prolate,cylinder,weight,uuu,hold,0,0
no grasp,,,90,0:00:13,Machinist 1,11,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
thumb-2 finger,button,turning,90,0:00:24,Machinist 1,4,,,,CCObj,CCObj,CCObj,,1,,Precision,Pad,CCObj,CCObj,interaction,rxx,use,0,0
lateral pinch,tube,turning,90,0:00:28,Machinist 1,1,15,1,1,b/c,squeezable,a,130,0,1,Intermediate,Side,prolate,cylinder,interaction,rxx,use,0,0
no grasp,,,90,0:00:29,Machinist 1,2,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
power sphere,cap,turning,90,0:00:31,Machinist 1,2,,,,CCObj,CCObj,CCObj,,1,1,Power,Palm,CCObj,CCObj,interaction,rxx,use,0,0
lateral pinch,tube,holding,90,0:00:33,Machinist 1,1,15,1,1,b/c,squeezable,a,130,0,1,Intermediate,Side,prolate,cylinder,weight,uuu,hold,0,0
adduction,tube,holding,90,0:00:34,Machinist 1,1,15,1,1,b/c,squeezable,a,130,0,1,Intermediate,Side,prolate,cylinder,weight,uuu,hold,0,0
thumb-2 finger,tube,holding,90,0:00:35,Machinist 1,14,15,1,1,b/c,squeezable,a,130,0,1,Precision,Pad,prolate,cylinder,weight,uuu,hold,0,0
writing tripod,tube,holding,90,0:00:49,Machinist 1,7,15,1,1,b/c,squeezable,a,130,0,1,Precision,Side,prolate,cylinder,weight,uuu,hold,0,0
lateral pinch,tube,holding,90,0:00:56,Machinist 1,3,15,1,1,b/c,squeezable,a,130,0,1,Intermediate,Side,prolate,cylinder,weight,uuu,hold,0,0
index finger extension,button,pressing,90,0:00:59,Machinist 1,2,,,,CCObj,CCObj,CCObj,,1,,Power,Palm,CCObj,CCObj,CCTask,CCTask,CCTask,1,0
power sphere,tube,holding,90,0:01:01,Machinist 1,14,15,1,1,b/c,squeezable,a,130,0,1,Power,Palm,prolate,cylinder,weight,uuu,hold,0,0
lateral pinch,disk,holding,90,0:01:15,Machinist 1,5,4.5,4.5,0.6,a/b,rigid,c,110,0,4.5,Intermediate,Side,oblate,disk,weight,uuu,hold,0,0
tripod,tube,holding,90,0:01:20,Machinist 1,2,15,1,1,b/c,squeezable,a,130,0,1,Precision,Pad,prolate,cylinder,weight,uuu,hold,0,0
no grasp,,,90,0:01:22,Machinist 1,3,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
index finger extension,button,pressing,90,0:01:25,Machinist 1,1,,,,CCObj,CCObj,CCObj,,1,,Power,Palm,CCObj,CCObj,CCTask,CCTask,CCTask,1,0
lateral pinch,disk,holding,90,0:01:26,Machinist 1,5,4.5,4.5,0.6,a/b,rigid,c,110,0,4.5,Intermediate,Side,oblate,disk,weight,uuu,hold,0,0
thumb-3 finger,disk,holding,90,0:01:31,Machinist 1,2,4.5,4.5,0.6,a/b,rigid,c,110,0,4.5,Precision,Pad,oblate,disk,weight,uuu,hold,0,0
precision sphere,disk,holding,90,0:01:33,Machinist 1,3,4.5,4.5,0.6,a/b,rigid,c,110,0,4.5,Precision,Pad,oblate,disk,weight,uuu,hold,0,0
no grasp,,,90,0:01:36,Machinist 1,3,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
lateral pinch,tube,turning,90,0:01:39,Machinist 1,36,15,1,1,b/c,squeezable,a,130,0,1,Intermediate,Side,prolate,cylinder,interaction,rxx,use,0,0
no grasp,,,90,0:02:15,Machinist 1,3,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
thumb-2 finger,tube,holding,90,0:02:18,Machinist 1,8,15,1,1,b/c,squeezable,a,130,0,1,Precision,Pad,prolate,cylinder,weight,uuu,hold,0,0
no grasp,,,90,0:02:26,Machinist 1,1,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
index finger extension,button,pressing,90,0:02:27,Machinist 1,1,,,,CCObj,CCObj,CCObj,,1,,Power,Palm,CCObj,CCObj,CCTask,CCTask,CCTask,1,0
precision sphere,disk,holding,90,0:02:28,Machinist 1,8,4.5,4.5,0.6,a/b,rigid,c,110,0,4.5,Precision,Pad,oblate,disk,weight,uuu,hold,0,0
index finger extension,button,pressing,90,0:02:36,Machinist 1,2,,,,CCObj,CCObj,CCObj,,1,,Power,Palm,CCObj,CCObj,CCTask,CCTask,CCTask,1,0
precision sphere,disk,holding,90,0:02:38,Machinist 1,20,4.5,4.5,0.6,a/b,rigid,c,110,0,4.5,Precision,Pad,oblate,disk,weight,uuu,hold,0,0
no grasp,,,90,0:02:58,Machinist 1,3,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
lateral pinch,tube,holding,90,0:03:01,Machinist 1,26,15,1,1,b/c,squeezable,a,130,0,1,Intermediate,Side,prolate,cylinder,weight,uuu,hold,0,0
no grasp,,,90,0:03:27,Machinist 1,1,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
index finger extension,button,pressing,90,0:03:28,Machinist 1,2,,,,CCObj,CCObj,CCObj,,1,,Power,Palm,CCObj,CCObj,CCTask,CCTask,CCTask,1,0
precision sphere,disk,holding,90,0:03:30,Machinist 1,11,4.5,4.5,0.6,a/b,rigid,c,110,0,4.5,Precision,Pad,oblate,disk,weight,uuu,hold,0,0
index finger extension,button,pressing,90,0:03:41,Machinist 1,2,,,,CCObj,CCObj,CCObj,,1,,Power,Palm,CCObj,CCObj,CCTask,CCTask,CCTask,1,0
