,ID,Subject,Grasp,ADL,Video,StartFrame,EndFrame,OppType,PIP,VirtualFingers,Thumb,Duration,depthStart,depthEnd,SequenceNum,BigCategories,SmallCategories
1827,Grasp01828,subject 12,prismatic 4 finger,cooking,subject_12_gopro_seg_2.mp4,15615,15673,Pad,Precision,2-5,Abd,1.93,15593,15651,3,pre-prismatic,pre-prismatic
1828,Grasp01829,subject 12,tripod,cooking,subject_12_gopro_seg_2.mp4,15684,15780,Pad,Precision,2-3,Abd,3.2,15662,15758,0,circular,pre-circular
1829,Grasp01830,subject 12,prismatic 3 finger,cooking,subject_12_gopro_seg_2.mp4,15845,15896,Pad,Precision,2-4,Abd,1.7,15823,15874,0,pre-prismatic,pre-prismatic
1830,Grasp01831,subject 12,adducted thumb,cooking,subject_12_gopro_seg_2.mp4,15904,16014,Palm,Power,2-5,Add,3.67,15882,15992,0,pow-prismatic,pow-oblique
1832,Grasp01833,subject 12,lateral tripod,cooking,subject_12_gopro_seg_2.mp4,16129,16263,Side,Intermediate,3,Add,4.47,16107,16241,0,int-lateral,int-lateral
1833,Grasp01834,subject 12,quadpod,cooking,subject_12_gopro_seg_2.mp4,16362,16409,Pad,Precision,2-4,Abd,1.57,16340,16387,0,circular,pre-circular
1834,Grasp01835,subject 12,sphere 4 finger,cooking,subject_12_gopro_seg_2.mp4,16535,16606,Pad,Power,2,Abd,2.37,16513,16584,0,circular,pow-circular
1836,Grasp01837,subject 12,sphere 4 finger,cooking,subject_12_gopro_seg_2.mp4,17131,17180,Pad,Power,2,Abd,1.63,17109,17158,0,circular,pow-circular
1837,Grasp01838,subject 12,medium wrap,cooking,subject_12_gopro_seg_2.mp4,17282,17338,Palm,Power,2-5,Abd,1.87,17260,17316,0,pow-prismatic,pow-cylindric
1838,Grasp01839,subject 12,small diameter,cooking,subject_12_gopro_seg_2.mp4,17402,17441,Palm,Power,2-5,Abd,1.3,17380,17419,0,pow-prismatic,pow-cylindric
1839,Grasp01840,subject 12,sphere 4 finger,cooking,subject_12_gopro_seg_2.mp4,17455,17959,Pad,Power,2,Abd,16.8,0,1,0,circular,pow-circular
1840,Grasp01841,subject 12,sphere 3 finger,cooking,subject_12_gopro_seg_3.mp4,78,126,Pad,Power,2-3,Abd,1.6,78,126,0,circular,pow-circular
1841,Grasp01842,subject 12,precision disk,cooking,subject_12_gopro_seg_3.mp4,139,210,Pad,Precision,2-5,Abd,2.37,139,209,0,circular,pre-circular
1846,Grasp01847,subject 12,sphere 4 finger,cooking,subject_12_gopro_seg_3.mp4,1090,1126,Pad,Power,2,Abd,1.2,1090,1126,0,circular,pow-circular
1848,Grasp01849,subject 12,prismatic 3 finger,housekeeping,subject_12_gopro_seg_4.mp4,142,213,Pad,Precision,2-4,Abd,2.37,128,179,0,pre-prismatic,pre-prismatic
1854,Grasp01855,subject 12,lateral,laundry,subject_12_gopro_seg_4.mp4,3023,3082,Side,Intermediate,2-5,Add,1.97,2758,2809,2,int-lateral,int-lateral
1855,Grasp01856,subject 12,tripod,laundry,subject_12_gopro_seg_4.mp4,3083,3204,Pad,Precision,2-3,Abd,4.03,2810,2931,3,circular,pre-circular
1856,Grasp01857,subject 12,lateral,laundry,subject_12_gopro_seg_4.mp4,3203,3267,Side,Intermediate,2-5,Add,2.13,2930,2994,4,int-lateral,int-lateral
1857,Grasp01858,subject 12,power sphere,laundry,subject_12_gopro_seg_4.mp4,3267,3388,Palm,Power,2-5,Abd,4.03,2994,3122,5,circular,pow-circular
1858,Grasp01859,subject 12,tripod,laundry,subject_12_gopro_seg_4.mp4,3398,3430,Pad,Precision,2-3,Abd,1.07,3132,3164,6,circular,pre-circular
1859,Grasp01860,subject 12,prismatic 3 finger,laundry,subject_12_gopro_seg_4.mp4,3446,3645,Pad,Precision,2-4,Abd,6.63,3180,3356,7,pre-prismatic,pre-prismatic
1861,Grasp01862,subject 12,lateral,laundry,subject_12_gopro_seg_4.mp4,4085,4135,Side,Intermediate,2-5,Add,1.67,3783,3833,9,int-lateral,int-lateral
1862,Grasp01863,subject 12,lateral,laundry,subject_12_gopro_seg_4.mp4,4207,4285,Side,Intermediate,2-5,Add,2.6,3905,3983,10,int-lateral,int-lateral
1865,Grasp01866,subject 12,medium wrap,laundry,subject_12_gopro_seg_4.mp4,5205,6195,Palm,Power,2-5,Abd,33.0,4795,5641,0,pow-prismatic,pow-cylindric
1866,Grasp01867,subject 12,medium wrap,laundry,subject_12_gopro_seg_4.mp4,6307,6820,Palm,Power,2-5,Abd,17.1,5753,6232,0,pow-prismatic,pow-cylindric
1867,Grasp01868,subject 12,medium wrap,laundry,subject_12_gopro_seg_4.mp4,7161,7483,Palm,Power,2-5,Abd,10.73,6573,6895,0,pow-prismatic,pow-cylindric
1868,Grasp01869,subject 12,medium wrap,laundry,subject_12_gopro_seg_4.mp4,7612,7830,Palm,Power,2-5,Abd,7.27,7017,7210,0,pow-prismatic,pow-cylindric
1869,Grasp01870,subject 12,prismatic 4 finger,laundry,subject_12_gopro_seg_4.mp4,8427,8502,Pad,Precision,2-5,Abd,2.5,7790,7865,0,pre-prismatic,pre-prismatic
1870,Grasp01871,subject 12,lateral,laundry,subject_12_gopro_seg_4.mp4,8573,8629,Side,Intermediate,2-5,Add,1.87,7936,7992,0,int-lateral,int-lateral
1871,Grasp01872,subject 12,prismatic 3 finger,laundry,subject_12_gopro_seg_4.mp4,8631,8753,Pad,Precision,2-4,Abd,4.07,7994,8111,1,pre-prismatic,pre-prismatic
1872,Grasp01873,subject 12,medium wrap,laundry,subject_12_gopro_seg_4.mp4,8771,8804,Palm,Power,2-5,Abd,1.1,8129,8162,0,pow-prismatic,pow-cylindric
1873,Grasp01874,subject 12,medium wrap,laundry,subject_12_gopro_seg_4.mp4,8875,8947,Palm,Power,2-5,Abd,2.4,8233,8298,0,pow-prismatic,pow-cylindric
1874,Grasp01875,subject 12,medium wrap,housekeeping,subject_12_gopro_seg_4.mp4,9173,9380,Palm,Power,2-5,Abd,6.9,8522,8726,0,pow-prismatic,pow-cylindric
1875,Grasp01876,subject 12,large diameter,housekeeping,subject_12_gopro_seg_4.mp4,9445,9706,Palm,Power,2-5,Abd,8.7,8791,9027,0,pow-prismatic,pow-cylindric
1876,Grasp01877,subject 12,medium wrap,housekeeping,subject_12_gopro_seg_4.mp4,9718,9786,Palm,Power,2-5,Abd,2.27,9039,9107,0,pow-prismatic,pow-cylindric
1877,Grasp01878,subject 12,adduction grip,housekeeping,subject_12_gopro_seg_4.mp4,9882,9924,Side,Intermediate,3,Abd,1.4,9202,9244,0,pre-prismatic,pre-pinch
1879,Grasp01880,subject 12,tripod,housekeeping,subject_12_gopro_seg_4.mp4,10481,10510,Pad,Precision,2-3,Abd,0.97,9787,9816,0,circular,pre-circular
1880,Grasp01881,subject 12,adducted thumb,housekeeping,subject_12_gopro_seg_4.mp4,10524,10554,Palm,Power,2-5,Add,1.0,9829,9857,0,pow-prismatic,pow-oblique
1881,Grasp01882,subject 12,adducted thumb,housekeeping,subject_12_gopro_seg_4.mp4,10564,10599,Palm,Power,2-5,Add,1.17,9867,9902,0,pow-prismatic,pow-oblique
1882,Grasp01883,subject 12,adducted thumb,housekeeping,subject_12_gopro_seg_4.mp4,10611,10645,Palm,Power,2-5,Add,1.13,9914,9948,0,pow-prismatic,pow-oblique
1885,Grasp01886,subject 12,lateral,housekeeping,subject_12_gopro_seg_4.mp4,10763,10807,Side,Intermediate,2-5,Add,1.47,10064,10106,0,int-lateral,int-lateral
1887,Grasp01888,subject 12,prismatic 4 finger,housekeeping,subject_12_gopro_seg_4.mp4,11061,11122,Pad,Precision,2-5,Abd,2.03,10358,10419,0,pre-prismatic,pre-prismatic
1889,Grasp01890,subject 12,medium wrap,housekeeping,subject_12_gopro_seg_4.mp4,11572,11612,Palm,Power,2-5,Abd,1.33,10862,10904,0,pow-prismatic,pow-cylindric
1891,Grasp01892,subject 12,medium wrap,housekeeping,subject_12_gopro_seg_4.mp4,11746,11819,Palm,Power,2-5,Abd,2.43,11036,11109,0,pow-prismatic,pow-cylindric
1893,Grasp01894,subject 12,large diameter,housekeeping,subject_12_gopro_seg_4.mp4,11970,12022,Palm,Power,2-5,Abd,1.73,11261,11313,0,pow-prismatic,pow-cylindric
1894,Grasp01895,subject 12,medium wrap,housekeeping,subject_12_gopro_seg_4.mp4,12032,13177,Palm,Power,2-5,Abd,38.17,11323,12468,0,pow-prismatic,pow-cylindric
1895,Grasp01896,subject 12,medium wrap,housekeeping,subject_12_gopro_seg_4.mp4,13297,13338,Palm,Power,2-5,Abd,1.37,12588,12629,0,pow-prismatic,pow-cylindric
1896,Grasp01897,subject 12,index finger extension,housekeeping,subject_12_gopro_seg_4.mp4,13350,14091,Palm,Power,3-5,Add,24.7,12639,13380,0,pow-prismatic,pow-oblique
1897,Grasp01898,subject 12,small diameter,housekeeping,subject_12_gopro_seg_4.mp4,14113,14227,Palm,Power,2-5,Abd,3.8,13402,13515,0,pow-prismatic,pow-cylindric
1898,Grasp01899,subject 12,small diameter,housekeeping,subject_12_gopro_seg_4.mp4,14260,14292,Palm,Power,2-5,Abd,1.07,13548,13579,0,pow-prismatic,pow-cylindric
1899,Grasp01900,subject 12,index finger extension,housekeeping,subject_12_gopro_seg_4.mp4,14302,15122,Palm,Power,3-5,Add,27.33,13589,14409,0,pow-prismatic,pow-oblique
1901,Grasp01902,subject 12,small diameter,housekeeping,subject_12_gopro_seg_4.mp4,15768,15803,Palm,Power,2-5,Abd,1.17,15024,15052,0,pow-prismatic,pow-cylindric
1902,Grasp01903,subject 12,light tool,housekeeping,subject_12_gopro_seg_4.mp4,15841,16159,Palm,Power,2-5,Add,10.6,15090,15399,0,pow-prismatic,pow-oblique
1906,Grasp01907,subject 13,lateral tripod,cooking,subject_13_gopro_seg_1.mp4,1612,1650,Side,Intermediate,3,Add,1.27,1612,1650,0,int-lateral,int-lateral
1907,Grasp01908,subject 13,adducted thumb,cooking,subject_13_gopro_seg_1.mp4,1652,1857,Palm,Power,2-5,Add,6.83,1652,1857,0,pow-prismatic,pow-oblique
1909,Grasp01910,subject 13,prismatic 4 finger,cooking,subject_13_gopro_seg_1.mp4,1941,1997,Pad,Precision,2-5,Abd,1.87,1941,1997,2,pre-prismatic,pre-prismatic
1910,Grasp01911,subject 13,prismatic 4 finger,cooking,subject_13_gopro_seg_1.mp4,2227,2243,Pad,Precision,2-5,Abd,0.53,2227,2244,0,pre-prismatic,pre-prismatic
1912,Grasp01913,subject 13,adducted thumb,cooking,subject_13_gopro_seg_1.mp4,3833,3897,Palm,Power,2-5,Add,2.13,3832,3896,2,pow-prismatic,pow-oblique
1914,Grasp01915,subject 13,adducted thumb,cooking,subject_13_gopro_seg_1.mp4,4020,4079,Palm,Power,2-5,Add,1.97,4019,4076,4,pow-prismatic,pow-oblique
1915,Grasp01916,subject 13,prismatic 4 finger,cooking,subject_13_gopro_seg_1.mp4,4080,4094,Pad,Precision,2-5,Abd,0.47,4077,4091,5,pre-prismatic,pre-prismatic
1916,Grasp01917,subject 13,prismatic 3 finger,cooking,subject_13_gopro_seg_1.mp4,4103,4144,Pad,Precision,2-4,Abd,1.37,4100,4141,0,pre-prismatic,pre-prismatic
1917,Grasp01918,subject 13,prismatic 4 finger,cooking,subject_13_gopro_seg_1.mp4,4225,4469,Pad,Precision,2-5,Abd,8.13,4222,4466,0,pre-prismatic,pre-prismatic
1924,Grasp01925,subject 13,sphere 4 finger,cooking,subject_13_gopro_seg_1.mp4,5329,5416,Pad,Power,2,Abd,2.9,5327,5413,0,circular,pow-circular
1925,Grasp01926,subject 13,large diameter,cooking,subject_13_gopro_seg_1.mp4,5434,5483,Palm,Power,2-5,Abd,1.63,5431,5480,0,pow-prismatic,pow-cylindric
1926,Grasp01927,subject 13,tripod,cooking,subject_13_gopro_seg_1.mp4,5495,5575,Pad,Precision,2-3,Abd,2.67,5492,5572,0,circular,pre-circular
1927,Grasp01928,subject 13,inferior pincer,cooking,subject_13_gopro_seg_1.mp4,5586,5613,Pad,Precision,2,Abd,0.9,5583,5610,0,pre-prismatic,pre-pinch
1928,Grasp01929,subject 13,prismatic 4 finger,cooking,subject_13_gopro_seg_1.mp4,6261,6276,Pad,Precision,2-5,Abd,0.5,6236,6251,0,pre-prismatic,pre-prismatic
1929,Grasp01930,subject 13,adducted thumb,cooking,subject_13_gopro_seg_1.mp4,6277,6378,Palm,Power,2-5,Add,3.37,6252,6353,1,pow-prismatic,pow-oblique
1930,Grasp01931,subject 13,power sphere,cooking,subject_13_gopro_seg_1.mp4,6381,6515,Palm,Power,2-5,Abd,4.47,6356,6484,0,circular,pow-circular
1931,Grasp01932,subject 13,prismatic 4 finger,cooking,subject_13_gopro_seg_1.mp4,6527,6541,Pad,Precision,2-5,Abd,0.47,6496,6510,0,pre-prismatic,pre-prismatic
1932,Grasp01933,subject 13,adducted thumb,cooking,subject_13_gopro_seg_1.mp4,6542,6605,Palm,Power,2-5,Add,2.1,6511,6574,1,pow-prismatic,pow-oblique
1935,Grasp01936,subject 13,lateral,cooking,subject_13_gopro_seg_1.mp4,12163,12238,Side,Intermediate,2-5,Add,2.5,12106,12181,0,int-lateral,int-lateral
1938,Grasp01939,subject 13,quadpod,cooking,subject_13_gopro_seg_1.mp4,12302,12327,Pad,Precision,2-4,Abd,0.83,12245,12270,0,circular,pre-circular
1940,Grasp01941,subject 13,palmar pinch,cooking,subject_13_gopro_seg_1.mp4,12463,12514,Pad,Precision,2,Abd,1.7,12406,12457,0,pre-prismatic,pre-pinch
1943,Grasp01944,subject 13,power sphere,cooking,subject_13_gopro_seg_1.mp4,12665,12740,Palm,Power,2-5,Abd,2.5,12603,12678,0,circular,pow-circular
1944,Grasp01945,subject 13,power sphere,cooking,subject_13_gopro_seg_1.mp4,12775,12888,Palm,Power,2-5,Abd,3.77,12711,12821,0,circular,pow-circular
1946,Grasp01947,subject 13,tripod,cooking,subject_13_gopro_seg_1.mp4,13038,13061,Pad,Precision,2-3,Abd,0.77,12968,12991,0,circular,pre-circular
1948,Grasp01949,subject 13,tripod,cooking,subject_13_gopro_seg_1.mp4,13121,13163,Pad,Precision,2-3,Abd,1.4,13049,13091,0,circular,pre-circular
1949,Grasp01950,subject 13,tripod,cooking,subject_13_gopro_seg_1.mp4,13172,13204,Pad,Precision,2-3,Abd,1.07,13100,13133,0,circular,pre-circular
1954,Grasp01955,subject 13,lateral,cooking,subject_13_gopro_seg_1.mp4,14049,14097,Side,Intermediate,2-5,Add,1.6,13974,14022,0,int-lateral,int-lateral
1956,Grasp01957,subject 13,prismatic 2 finger,cooking,subject_13_gopro_seg_1.mp4,14185,14262,Pad,Precision,2-3,Abd,2.57,14110,14186,0,pre-prismatic,pre-prismatic
1958,Grasp01959,subject 13,quadpod,cooking,subject_13_gopro_seg_1.mp4,14524,14593,Pad,Precision,2-4,Abd,2.3,14448,14517,0,circular,pre-circular
1959,Grasp01960,subject 13,prismatic 4 finger,cooking,subject_13_gopro_seg_1.mp4,14624,14635,Pad,Precision,2-5,Abd,0.37,14548,14559,0,pre-prismatic,pre-prismatic
1961,Grasp01962,subject 13,adducted thumb,cooking,subject_13_gopro_seg_1.mp4,15236,15361,Palm,Power,2-5,Add,4.17,15160,15285,2,pow-prismatic,pow-oblique
1962,Grasp01963,subject 13,tripod,cooking,subject_13_gopro_seg_1.mp4,15361,15705,Pad,Precision,2-3,Abd,11.47,15285,15629,3,circular,pre-circular
1964,Grasp01965,subject 13,tripod,cooking,subject_13_gopro_seg_1.mp4,15754,15802,Pad,Precision,2-3,Abd,1.6,15679,15727,5,circular,pre-circular
1966,Grasp01967,subject 13,tripod,cooking,subject_13_gopro_seg_1.mp4,15839,15889,Pad,Precision,2-3,Abd,1.67,15764,15814,7,circular,pre-circular
1968,Grasp01969,subject 13,adducted thumb,cooking,subject_13_gopro_seg_1.mp4,16122,16179,Palm,Power,2-5,Add,1.9,16047,16104,9,pow-prismatic,pow-oblique
1969,Grasp01970,subject 13,prismatic 4 finger,cooking,subject_13_gopro_seg_1.mp4,16180,16205,Pad,Precision,2-5,Abd,0.83,16105,16130,10,pre-prismatic,pre-prismatic
1970,Grasp01971,subject 13,tripod,cooking,subject_13_gopro_seg_1.mp4,16219,16353,Pad,Precision,2-3,Abd,4.47,16144,16279,0,circular,pre-circular
1971,Grasp01972,subject 13,tripod,cooking,subject_13_gopro_seg_1.mp4,16366,16435,Pad,Precision,2-3,Abd,2.3,16292,16361,0,circular,pre-circular
1973,Grasp01974,subject 13,quadpod,cooking,subject_13_gopro_seg_1.mp4,16669,16769,Pad,Precision,2-4,Abd,3.33,16595,16695,0,circular,pre-circular
1975,Grasp01976,subject 13,tripod,cooking,subject_13_gopro_seg_1.mp4,17011,17027,Pad,Precision,2-3,Abd,0.53,16937,16953,0,circular,pre-circular
1976,Grasp01977,subject 13,quadpod,cooking,subject_13_gopro_seg_1.mp4,17119,17150,Pad,Precision,2-4,Abd,1.03,17045,17076,1,circular,pre-circular
1977,Grasp01978,subject 13,quadpod,cooking,subject_13_gopro_seg_1.mp4,17158,17193,Pad,Precision,2-4,Abd,1.17,17084,17119,0,circular,pre-circular
1978,Grasp01979,subject 13,sphere 4 finger,cooking,subject_13_gopro_seg_1.mp4,17323,17412,Pad,Power,2,Abd,2.97,17250,17339,0,circular,pow-circular
1980,Grasp01981,subject 13,power sphere,cooking,subject_13_gopro_seg_1.mp4,17435,18010,Palm,Power,2-5,Abd,19.17,17362,17669,1,circular,pow-circular
1982,Grasp01983,subject 13,tripod,cooking,subject_13_gopro_seg_2.mp4,175,203,Pad,Precision,2-3,Abd,0.93,172,200,0,circular,pre-circular
1983,Grasp01984,subject 13,tripod,cooking,subject_13_gopro_seg_2.mp4,273,376,Pad,Precision,2-3,Abd,3.43,270,373,1,circular,pre-circular
1984,Grasp01985,subject 13,tripod,cooking,subject_13_gopro_seg_2.mp4,386,422,Pad,Precision,2-3,Abd,1.2,383,419,0,circular,pre-circular
1985,Grasp01986,subject 13,quadpod,cooking,subject_13_gopro_seg_2.mp4,631,684,Pad,Precision,2-4,Abd,1.77,629,682,1,circular,pre-circular
1986,Grasp01987,subject 13,tripod,cooking,subject_13_gopro_seg_2.mp4,692,717,Pad,Precision,2-3,Abd,0.83,690,715,0,circular,pre-circular
1987,Grasp01988,subject 13,quadpod,cooking,subject_13_gopro_seg_2.mp4,979,1025,Pad,Precision,2-4,Abd,1.53,977,1023,1,circular,pre-circular
1988,Grasp01989,subject 13,quadpod,cooking,subject_13_gopro_seg_2.mp4,1033,1058,Pad,Precision,2-4,Abd,0.83,1031,1056,0,circular,pre-circular
1994,Grasp01995,subject 13,prismatic 4 finger,cooking,subject_13_gopro_seg_2.mp4,1590,1752,Pad,Precision,2-5,Abd,5.4,1588,1750,0,pre-prismatic,pre-prismatic
1996,Grasp01997,subject 13,quadpod,cooking,subject_13_gopro_seg_2.mp4,1871,1904,Pad,Precision,2-4,Abd,1.1,1869,1902,0,circular,pre-circular
1997,Grasp01998,subject 13,adducted thumb,cooking,subject_13_gopro_seg_2.mp4,1922,4674,Palm,Power,2-5,Add,91.73,1920,4674,0,pow-prismatic,pow-oblique
1998,Grasp01999,subject 13,index finger extension,cooking,subject_13_gopro_seg_2.mp4,4676,4720,Palm,Power,3-5,Add,1.47,4676,4720,1,pow-prismatic,pow-oblique
1999,Grasp02000,subject 13,prismatic 2 finger,cooking,subject_13_gopro_seg_2.mp4,4764,4792,Pad,Precision,2-3,Abd,0.93,4764,4792,0,pre-prismatic,pre-prismatic
2001,Grasp02002,subject 13,prismatic 4 finger,cooking,subject_13_gopro_seg_2.mp4,4955,4987,Pad,Precision,2-5,Abd,1.07,4956,4988,0,pre-prismatic,pre-prismatic
2002,Grasp02003,subject 13,prismatic 4 finger,cooking,subject_13_gopro_seg_2.mp4,5001,5012,Pad,Precision,2-5,Abd,0.37,5002,5013,0,pre-prismatic,pre-prismatic
2003,Grasp02004,subject 13,adducted thumb,cooking,subject_13_gopro_seg_2.mp4,5013,8056,Palm,Power,2-5,Add,101.43,5014,7986,1,pow-prismatic,pow-oblique
2006,Grasp02007,subject 13,prismatic 4 finger,cooking,subject_13_gopro_seg_2.mp4,8338,8398,Pad,Precision,2-5,Abd,2.0,8269,8329,0,pre-prismatic,pre-prismatic
2008,Grasp02009,subject 13,prismatic 4 finger,cooking,subject_13_gopro_seg_2.mp4,8466,8488,Pad,Precision,2-5,Abd,0.73,8397,8419,0,pre-prismatic,pre-prismatic
2014,Grasp02015,subject 13,tripod,cooking,subject_13_gopro_seg_2.mp4,9077,9164,Pad,Precision,2-3,Abd,2.9,8998,9085,0,circular,pre-circular
2015,Grasp02016,subject 13,index finger extension,cooking,subject_13_gopro_seg_2.mp4,9323,9444,Palm,Power,3-5,Add,4.03,9244,9365,0,pow-prismatic,pow-oblique
2016,Grasp02017,subject 13,adducted thumb,cooking,subject_13_gopro_seg_2.mp4,9445,9721,Palm,Power,2-5,Add,9.2,9366,9642,1,pow-prismatic,pow-oblique
2018,Grasp02019,subject 13,prismatic 3 finger,cooking,subject_13_gopro_seg_2.mp4,9883,9911,Pad,Precision,2-4,Abd,0.93,9797,9825,0,pre-prismatic,pre-prismatic
2019,Grasp02020,subject 13,adducted thumb,cooking,subject_13_gopro_seg_2.mp4,9912,13679,Palm,Power,2-5,Add,125.57,9826,13513,1,pow-prismatic,pow-oblique
2020,Grasp02021,subject 13,tripod,cooking,subject_13_gopro_seg_2.mp4,13683,13760,Pad,Precision,2-3,Abd,2.57,13517,13594,0,circular,pre-circular
2022,Grasp02023,subject 13,tripod,cooking,subject_13_gopro_seg_2.mp4,15315,15352,Pad,Precision,2-3,Abd,1.23,15149,15187,0,circular,pre-circular
2023,Grasp02024,subject 13,prismatic 3 finger,cooking,subject_13_gopro_seg_2.mp4,15368,15396,Pad,Precision,2-4,Abd,0.93,15203,15231,0,pre-prismatic,pre-prismatic
2024,Grasp02025,subject 13,adducted thumb,cooking,subject_13_gopro_seg_2.mp4,15397,15829,Palm,Power,2-5,Add,14.4,15232,15661,1,pow-prismatic,pow-oblique
2025,Grasp02026,subject 13,tripod,cooking,subject_13_gopro_seg_2.mp4,15845,15865,Pad,Precision,2-3,Abd,0.67,15677,15697,0,circular,pre-circular
2026,Grasp02027,subject 13,prismatic 3 finger,cooking,subject_13_gopro_seg_2.mp4,15869,15884,Pad,Precision,2-4,Abd,0.5,15701,15716,0,pre-prismatic,pre-prismatic
2027,Grasp02028,subject 13,adducted thumb,cooking,subject_13_gopro_seg_2.mp4,15885,16164,Palm,Power,2-5,Add,9.3,15717,15996,1,pow-prismatic,pow-oblique
2029,Grasp02030,subject 13,power sphere,cooking,subject_13_gopro_seg_2.mp4,16286,16341,Palm,Power,2-5,Abd,1.83,16118,16173,1,circular,pow-circular
2031,Grasp02032,subject 13,lateral tripod,cooking,subject_13_gopro_seg_2.mp4,16448,16478,Side,Intermediate,3,Add,1.0,16279,16309,0,int-lateral,int-lateral
2033,Grasp02034,subject 13,adducted thumb,cooking,subject_13_gopro_seg_2.mp4,16575,17746,Palm,Power,2-5,Add,39.03,16401,17462,0,pow-prismatic,pow-oblique
2036,Grasp02037,subject 13,tripod,cooking,subject_13_gopro_seg_3.mp4,429,491,Pad,Precision,2-3,Abd,2.07,428,490,0,circular,pre-circular
2037,Grasp02038,subject 13,tripod,cooking,subject_13_gopro_seg_3.mp4,504,541,Pad,Precision,2-3,Abd,1.23,503,540,0,circular,pre-circular
2038,Grasp02039,subject 13,tripod,cooking,subject_13_gopro_seg_3.mp4,552,598,Pad,Precision,2-3,Abd,1.53,551,597,0,circular,pre-circular
2039,Grasp02040,subject 13,tripod,cooking,subject_13_gopro_seg_3.mp4,625,706,Pad,Precision,2-3,Abd,2.7,624,705,0,circular,pre-circular
2040,Grasp02041,subject 13,tripod,cooking,subject_13_gopro_seg_3.mp4,713,728,Pad,Precision,2-3,Abd,0.5,712,727,0,circular,pre-circular
2041,Grasp02042,subject 13,prismatic 4 finger,cooking,subject_13_gopro_seg_3.mp4,734,748,Pad,Precision,2-5,Abd,0.47,733,747,0,pre-prismatic,pre-prismatic
2042,Grasp02043,subject 13,adducted thumb,cooking,subject_13_gopro_seg_3.mp4,749,1348,Palm,Power,2-5,Add,19.97,748,1347,1,pow-prismatic,pow-oblique
2043,Grasp02044,subject 13,tripod,cooking,subject_13_gopro_seg_3.mp4,1362,1426,Pad,Precision,2-3,Abd,2.13,1361,1421,0,circular,pre-circular
2044,Grasp02045,subject 13,quadpod,cooking,subject_13_gopro_seg_3.mp4,1453,1526,Pad,Precision,2-4,Abd,2.43,1448,1521,0,circular,pre-circular
2045,Grasp02046,subject 13,index finger extension,cooking,subject_13_gopro_seg_3.mp4,1536,1683,Palm,Power,3-5,Add,4.9,1531,1678,0,pow-prismatic,pow-oblique
2046,Grasp02047,subject 13,medium wrap,cooking,subject_13_gopro_seg_3.mp4,1776,1847,Palm,Power,2-5,Abd,2.37,1771,1842,0,pow-prismatic,pow-cylindric
2049,Grasp02050,subject 13,prismatic 4 finger,cooking,subject_13_gopro_seg_3.mp4,2296,2371,Pad,Precision,2-5,Abd,2.5,2291,2366,1,pre-prismatic,pre-prismatic
2050,Grasp02051,subject 13,adduction grip,cooking,subject_13_gopro_seg_3.mp4,2587,2643,Side,Intermediate,3,Abd,1.87,2582,2638,0,pre-prismatic,pre-pinch
2052,Grasp02053,subject 13,prismatic 4 finger,cooking,subject_13_gopro_seg_3.mp4,3090,4088,Pad,Precision,2-5,Abd,33.27,3085,4084,0,pre-prismatic,pre-prismatic
